key,name,side_effects
a604001,Adapalene,"['redness', 'scaling', 'dryness', 'burning or stinging', 'pain at the application site', 'hives, itching, shortness of breath or difficulty breathing', 'swelling of the eyes, face, lips, tongue, or throat']"
a622011,Tralokinumab-ldrm injection,"['cough, runny nose, sneezing, sore throat', 'watery, red, itchy eyes', 'pain, swelling, redness at the site of injection', 'breathing problems; swelling of the mouth, face and tongue; rash; hives; itching; fainting; or dizziness', 'eye pain or changes in vision']"
a611052,Brentuximab Vedotin Injection,"['constipation', 'diarrhea', 'vomiting', 'nausea', 'mouth sores or pain', 'decreased appetite', 'weight loss', 'tiredness', 'dizziness', 'weakness', 'difficulty falling asleep or staying asleep', 'anxiety', 'dry skin', 'hair loss', 'night sweats', 'joint, bone, muscle, back, arm, or leg pain', 'muscle spasms', 'numbness, burning, or tingling in the hands, arms, feet, or legs; or muscle weakness', 'peeling or blistering skin or rash', 'fever, chills, nausea, vomiting, confusion, shortness of breath, seizures, irregular heartbeat, dark or cloudy urine, unusual tiredness, or muscle or joint pain', 'new or worsening cough or shortness of breath', 'decreased urination; swelling of the hands, feet, ankles, or lower legs; fatigue', 'fever; chills; cough; difficult, painful, or frequent urination; or other signs of infection', 'ongoing pain that begins in the stomach area but may spread to the back, nausea, or vomiting', 'pale skin, unusual tiredness or weakness, shortness of breath, or dizziness', 'yellowing of the skin or eyes, lack of energy, pain or discomfort in the right upper stomach area, dark urine, light-colored bowel movements, nausea, vomiting, or itching', 'stomach pain, black and tarry stools, blood in stools, vomit that is bloody or looks like coffee grounds', 'unusual bleeding or bruising, small red or purple spots in skin, or blood in urine,']"
a604008,Tadalafil,"['headache', 'indigestion or heartburn', 'nausea', 'diarrhea', 'flushing', 'pain in the stomach, back, muscles, arms, or legs', 'cough', 'sudden decrease or loss of vision (see below for more information)', 'blurred vision', 'changes in color vision (seeing a blue tinge on objects or having difficulty telling the difference between blue and green)', 'sudden decrease or loss of hearing (see below for more information)', 'ringing in ears', 'erection that lasts longer than 4 hours', 'dizziness', 'chest pain', 'hives', 'rash', 'difficulty breathing or swallowing', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'blistering or peeling of skin']"
a682159,Ibuprofen,"['constipation', 'gas or bloating', 'dizziness', 'nervousness', 'ringing in the ears', 'unexplained weight gain', 'shortness of breath or difficulty breathing', 'swelling of the abdomen, feet, ankles, or lower legs', 'diarrhea', 'fever, rash, blisters, or peeling skin', 'itching', 'hives', 'swelling of the eyes, face, throat, arms, or hands', 'difficulty breathing or swallowing', 'hoarseness', 'excessive tiredness', 'pain in the upper right part of the stomach', 'nausea', 'loss of appetite', 'yellowing of the skin or eyes', 'flu-like symptoms', 'pale skin', 'fast heartbeat', 'cloudy, discolored, or bloody urine', 'back pain', 'difficult or painful urination', 'blurred vision, changes in color vision, or other vision problems', 'headache, stiff neck, fever']"
a605027,Dextroamphetamine,"['headache', 'dry mouth', 'unpleasant taste', 'constipation', 'weight loss', 'changes in sex drive or ability', 'seizures', 'mood changes', 'believing things that are not true, feeling unusually suspicious of others', 'agitation, hallucinations (seeing things or hearing voices that do not exist), fever, sweating, confusion, fast heartbeat, shivering, severe muscle stiffness or twitching, loss of coordination, nausea, vomiting, or diarrhea', 'chest pain, shortness of breath, fainting', 'abnormal movements', 'verbal tics', 'changes in vision or blurred vision', 'hives', 'paleness or blue color of fingers or toes', 'pain, burning, or tingling in the hands or feet; unexplained wounds appearing on fingers or toes']"
a615040,Flibanserin,"['nausea', 'tiredness', 'difficulty falling asleep or staying asleep', 'dry mouth', 'constipation', 'excessive sleepiness', 'hoarseness; difficulty breathing or swallowing', 'hives; itching', 'swelling of the face, lips, or mouth']"
a615005,Riociguat,"['headache', 'constipation', 'heartburn', 'upset stomach', 'nausea', 'vomiting', 'diarrhea', 'swelling of your hands, legs, feet, and ankles', 'coughing up pink, frothy sputum or blood', 'fainting', 'chest pain', 'shortness of breath']"
a682188,Methylphenidate,"['nervousness', 'irritability', 'difficulty falling asleep or staying asleep', 'dizziness', 'nausea', 'vomiting', 'loss of appetite', 'weight loss', 'stomach pain', 'diarrhea', 'heartburn', 'dry mouth', 'headache', 'muscle tightness', 'drowsiness', 'uncontrollable movement of a part of the body', 'restlessness', 'decreased sexual desire', 'heavy sweating', 'back pain', 'fast, pounding, or irregular heartbeat; chest pain; shortness of breath; excessive tiredness; or fainting', 'seizures', 'changes in vision or blurred vision', 'agitation, believing things that are not true, feeling unusually suspicious of others, hallucinating (seeing things or hearing voices that do not exist)', 'motor tics or verbal tics', 'depression, abnormally excited mood, or mood changes', 'frequent, painful erections or erection that lasts longer than 4 hours', 'numbness, pain, or sensitivity to temperature in the fingers or toes; skin color change from pale to blue to red in the fingers or toes; or unexplained wounds on the fingers or toes', 'hives; rash; itching; blistering or peeling skin, swelling of the eyes, face, lips, mouth, tongue, or throat; difficulty breathing or swallowing; or hoarseness']"
a682187,Phentermine,"['dry mouth', 'unpleasant taste', 'diarrhea', 'constipation', 'vomiting', 'increased blood pressure', 'heart palpitations', 'restlessness', 'dizziness', 'tremor', 'insomnia', 'shortness of breath', 'chest pain', 'swelling of the legs and ankles', 'difficulty doing exercise that you have been able to do']"
a617005,Lixisenatide Injection,"['nausea, vomiting, diarrhea', 'constipation', 'indigestion', 'bloating', 'headache', 'pain, itching, or redness at the injection site', 'ongoing pain that begins in the upper left or middle of the stomach but may spread to the back, with or without vomiting', 'hives, rash, itching', 'pounding heartbeat', 'fainting or feeling dizzy', 'swelling of the eyes, face, mouth, tongue, throat, feet, ankles, or lower legs', 'difficulty swallowing or breathing', 'hoarseness', 'decreased urination,', 'very dry mouth or skin or extreme thirst', 'severe stomach problems']"
a697021,Insulin Lispro Injection,"['redness, swelling, or itching in the place where you injected insulin lispro', 'changes in the feel of your skin such as skin thickening or a little indentation or lumps in the skin', 'weight gain', 'constipation', 'rash and itching,\r\ndifficulty breathing,\r\nhives,\r\nwheezing,\r\nfast heartbeat,\r\nsweating,\r\nand feeling drowsy, dizzy or confused', 'swelling of the face, tongue, or throat', 'weakness, muscle cramps, abnormal heartbeat', 'shortness of breath', 'large weight gain in a short period of time', 'swelling of the arms, hands, feet, ankles, or lower legs']"
a682221,Doxorubicin,"['nausea', 'vomiting', 'sores in the mouth and throat', 'loss of appetite (and weight loss)', 'weight gain', 'stomach pain', 'diarrhea', 'increased thirst', 'unusual tiredness or weakness', 'dizziness', 'hair loss', 'separation of fingernail or toenail from the nail bed', 'itchy, red, watery, or irritated eyes', 'eye pain', 'pain, burning, or tingling in the hands or feet', 'red discoloration of urine (for 1 to 2 days after dose)', 'hives', 'skin rash', 'itching', 'difficulty breathing or swallowing', 'seizures']"
a623062,Nadofaragene firadenovec-vncg Intravesical,"['leakage of urine', 'bladder spasms', 'frequent, urgent, or painful urination', 'tiredness', 'chills', 'fever', 'blood in urine']"
a682494,Guaifenesin,"['headache', 'nausea', 'vomiting']"
a699063,Fluticasone and Salmeterol Oral Inhalation,"['runny nose', 'sneezing', 'sore throat', 'throat irritation', 'sinus pain', 'headache', 'nausea', 'vomiting', 'diarrhea', 'stomach pain', 'muscle and bone pain', 'dizziness', 'weakness', 'tiredness', 'sweating', 'tooth pain', 'shaking of a part of your body that you cannot control', 'sleep problems', 'coughing, wheezing, or chest tightness that begins soon after you inhale fluticasone and salmeterol', 'hives', 'rash', 'swelling of the face, throat, tongue, lips, hands, feet, ankles, or lower legs', 'choking or difficulty swallowing', 'hoarseness', 'noisy, high-pitched breathing', 'pounding fast, or irregular heartbeat', 'fainting', 'chest pain', 'cough', 'burning or tingling in the hands or feet', 'white patches in the mouth', 'fever, chills, and other signs of infection']"
a682539,Diphenhydramine,"['dry mouth, nose, and throat', 'drowsiness', 'dizziness', 'muscle weakness', 'excitement (especially in children)', 'vision problems', 'difficulty urinating or painful urination']"
a616004,Amphetamine,"['dry mouth', 'nausea', 'diarrhea', 'constipation', 'unpleasant taste', 'stomach cramps', 'weight loss', 'nose bleeding', 'headache', 'grinding or clenching teeth during sleep', 'nervousness', 'changes in sex drive or ability', 'painful menstruation', 'pain or burning when urinating', 'dizziness', 'weakness or numbness of an arm or leg', 'motor or verbal tics', 'believing things that are not true', 'feeling unusually suspicious of others', 'hallucinating (seeing things or hearing voices that do not exist)', 'mania (frenzied or abnormally excited mood)', 'agitation, hallucinations (seeing things or hearing voices that do not exist), fever, sweating, confusion, fast heartbeat, shivering, severe muscle stiffness or twitching, loss of coordination, nausea, vomiting, or diarrhea', 'seizures', 'changes in vision or blurred vision', 'blistering or peeling skin', 'rash', 'hives', 'itching', 'swelling of the face, throat, tongue, lips, or eyes', 'difficulty breathing or swallowing', 'numbness, pain, or sensitivity to temperature in the fingers or toes', 'skin color change from pale to blue to red in the fingers or toes', 'unexplained wounds appearing on fingers or toes']"
a619010,Rifamycin,"['constipation', 'headache', 'watery or bloody diarrhea that may occur along with stomach cramps and fever during your treatment or for 2 months afterward']"
a624042,Afamitresgene Autoleucel Injection,"['nausea, diarrhea, or vomiting', 'constipation', 'stomach pain', 'loss of appetite', 'back pain', 'swelling', 'pale skin or shortness of breath', 'fever, sore throat, chills, or other signs of infection', 'unusual bruising or bleeding', 'disorientation to time and place, drowsiness, trouble paying attention, seizures, trouble thinking or speaking, or weakness']"
a613044,Afatinib,"['cracking or swelling of the lips or sores in the corners of the mouth', 'dry skin or itching', 'loss of appetite', 'nail infection', 'acne', 'nose bleeds', 'diarrhea', 'dry mouth, dark urine, decreased sweating, dry skin, and other signs of dehydration', 'decreased urination', 'swelling of the arms, hands, feet, ankles, or lower legs', 'rash', 'pain, redness, peeling, or blistering of skin', 'difficulty breathing', 'shortness of breath', 'rapid, irregular, or pounding heartbeat', 'sudden weight gain', 'cough', 'fever', 'excessive tiredness', 'pain in the right upper part of the stomach', 'unusual bruising or bleeding', 'nausea', 'vomiting', 'yellowing of the skin or eyes', 'dark urine', 'red, swollen, painful, or teary eyes', 'sudden changes in vision, including blurred vision', 'sensitivity to light']"
a609032,Everolimus,"['diarrhea', 'constipation', 'change in ability to taste food', 'weight loss', 'dry mouth', 'weakness', 'headache', 'difficulty falling asleep or staying asleep', 'nosebleed', 'dry skin', 'acne', 'problems with nails', 'hair loss', 'pain in the arms, legs, back or joints', 'muscle cramps', 'missed or irregular menstrual periods', 'heavy menstrual bleeding', 'difficulty getting or keeping an erection', 'anxiety', 'aggression or other changes in behavior', 'hives', 'itching', 'swelling of the hands, feet, arms, legs, eyes, face, mouth, lips, tongue, or throat', 'hoarseness', 'difficulty breathing or swallowing', 'wheezing', 'flushing', 'chest pain', 'extreme thirst or hunger', 'unusual bleeding or bruising', 'pale skin', 'fast or irregular heartbeat', 'dizziness', 'seizures']"
a612004,Aflibercept Injection,"['feeling that something is in your eye', 'teary eyes', 'eye redness or pain, sensitivity to light, blurred vision, decrease or changes in vision, seeing floaters or small specks, seeing flashing lights', 'chest pain, shortness of breath, sweating, slow or difficult speech, dizziness or faintness, weakness or numbness of an arm or leg', 'rash, itching, hives, difficulty breathing or swallowing']"
a682617,Tolnaftate,['skin irritation']
a682539,Diphenhydramine,"['dry mouth, nose, and throat', 'drowsiness', 'dizziness', 'muscle weakness', 'excitement (especially in children)', 'vision problems', 'difficulty urinating or painful urination']"
a623025,Agalsidase beta Injection,"['cough, sore throat, runny nose, or other signs of infection', 'fatigue', 'back pain', 'ringing in the ears', 'hearing loss', 'repeatedly picking or scratching skin', 'anxiety', 'depression', 'hot flashes', 'falling']"
a624005,Vamorolone,"['headache', 'vomiting', 'diarrhea', 'increased appetite', 'runny nose', 'difficulty falling asleep or staying asleep', 'sore throat, fever, chills, cough, or other signs of infection', 'rash; hives; itching; swelling of face, eyes, lips, or throat; difficulty swallowing or breathing', 'confusion', 'extreme changes in mood changes in personality', 'inappropriate happiness', 'depression', 'changes in weight (gain or loss)', 'stomach pain', 'shortness of breath', 'sudden weight gain', 'swelling of feet, ankles, or lower legs', 'changes in vision']"
a601020,Anagrelide,"['headache', 'gas', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'stomach pain', 'heartburn', 'belching', 'loss of appetite', 'runny nose', 'nosebleed', 'sore throat', 'mouth sores', 'dizziness', 'depression', 'nervousness', 'forgetfulness', 'confusion', 'difficulty falling asleep or staying asleep', 'lack of energy or sleepiness', 'weakness', 'muscle, joint or back pain', 'leg cramps', 'hair loss', 'fever', 'flu-like symptoms', 'painful urination', 'ringing in the ears', 'itching', 'rash', 'hives', 'unusual bleeding or bruising', 'blood in urine or stool', 'black or tarry stools', 'chest pain', 'fluttering sensation in the chest', 'fast, forceful, or irregular heartbeats', 'swelling of the arms, hands, feet, ankles or lower legs', 'difficulty breathing', 'cough', 'slow or difficult speech', 'fainting', 'weakness or numbness of an arm or leg', 'pain, burning, or tingling in the hands or feet', 'seizure', 'changes in vision']"
a618029,Erenumab-aooe Injection,"['injection site pain, redness, swelling, or itching', 'constipation', 'cramps', 'muscle spasms', 'mouth sores', 'hair loss', 'rash; hives; itching; swelling of the face, throat, tongue, lips, and eyes; or difficulty swallowing or breathing', 'constipation with constant stomach pain or tenderness, vomiting, or stomach bloating', 'numb, cold, painful, or discolored fingers or toes']"
a608007,Budesonide,"['headache', 'dizziness', 'runny nose, sneezing, coughing', 'nausea', 'indigestion', 'abdominal pain', 'dry, itchy skin', 'gas', 'vomiting', 'fatigue', 'back pain', 'joint pain or aches', 'muscle aches, spasms or cramps', 'dry, itchy skin', 'difficulty sleeping', 'facial or extremity swelling', 'acne', 'weight gain', 'difficulty sleeping', 'mood changes', 'facial hair', 'rash, throat swelling, difficulty breathing', 'fever, cough, shortness of breath', 'abdominal pain, diarrhea, nausea, vomiting', 'changes in vision', 'bruising', 'bruising, swelling of the face, fatty pad or hump between your shoulders, easy bruising, stretch marks on the skin']"
a618053,Fremanezumab-vfrm Injection,"['injection site pain, swelling, or redness', 'hives; itching; flushing of the face; difficulty breathing; or swelling of your face, mouth, tongue, or throat', 'numb, cold, painful, or discolored fingers or toes']"
a615042,Prednisolone,"['headache', 'nausea', 'extreme changes in mood, including unusual happiness', 'changes in personality', 'difficulty falling asleep or staying asleep', 'thin, fragile skin', 'slowed healing of cuts and bruises', 'acne', 'thinning hair', 'increased appetite', 'changes in the way fat is spread around the body', 'increased sweating', 'irregular or absent menstrual periods', 'sore throat, fever, chills, cough, or other signs of infection', 'seizures', 'muscle weakness', 'vision problems', 'depression', 'loss of contact with reality', 'sudden weight gain', 'stomach swelling', 'swelling of the eyes, face, lips, tongue, throat, arms, hands, feet, ankles, or lower legs', 'difficulty breathing or swallowing', 'rash', 'hives', 'itching']"
a686011,Levobunolol Ophthalmic,"['eye stinging or burning', 'discomfort, redness, or itching of the eye', 'swelling of the eyelids', 'decreased vision', 'difficulty breathing', 'wheezing', 'slow or irregular heartbeat', 'faintness', 'swelling of the feet and legs', 'sudden weight gain']"
a617007,Niraparib,"['nausea', 'vomiting', 'constipation', 'heartburn', 'dry mouth', 'sores in the mouth', 'loss of appetite', 'back pain', 'headache', 'dizziness', 'changes in taste', 'difficulty falling asleep or staying asleep', 'anxiety', 'rash', 'pale skin', 'shortness of breath', 'weakness', 'tiredness', 'weight loss', 'bruising or bleeding easily', 'blood in urine or stool', 'burning feeling when you urinate', 'frequent or urgent need to urinate', 'fever, cough, runny nose, or other signs of infection']"
a611046,Abiraterone,"['joint swelling or pain', 'groin pain', 'hot flashes (a sudden wave of mild or intense body heat)', 'diarrhea', 'constipation', 'heartburn', 'cough', 'sore throat', 'stuffy or runny nose', 'difficulty falling asleep or staying asleep', 'dizziness', 'feeling faint or lightheaded', 'headache', 'confusion', 'fast or irregular heartbeats', 'muscle weakness or aches', 'leg pain', 'swelling of the hands, feet, ankles, or lower legs', 'shortness of breath', 'rash; hives; itching; difficulty breathing or swallowing; or swelling of the face, lips, tongue or throat', 'unusual bruising or bleeding', ',', 'yellowing of the skin or eyes, nausea, vomiting, loss of appetite, extreme tiredness, lack of energy, dark urine, or pain in the upper right part of the stomach', 'flu-like symptoms such as fever', 'blood in urine', 'difficult, painful, or frequent urination', 'falling', 'bone fracture']"
a620004,Trifarotene Topical,"['dryness, pain, burning, stinging, peeling, redness, itching, or flaky skin at the treatment area']"
a616014,Cyclopentolate Ophthalmic,"['stinging, burning, or discomfort in the eye', 'itching or redness of the eye', 'redness, swelling or other symptoms of pink eye', 'problems with coordination (usually in children)', 'slurred speech (usually in children)', 'restlessness (usually in children)', 'drowsiness', 'hallucinations (usually in children)', 'hyperactivity and other changes in behavior (usually in children)', 'seizures (usually in children)', 'mental confusion (usually in children)', 'failure to recognize people (usually in children)', 'rash', 'bloating of the abdomen (when used in infants)', 'fever', 'difficulty urinating', 'decreased sweating', 'dry mouth']"
a686005,Dipivefrin Ophthalmic,"['eye irritation or discomfort', 'swelling or pain of the eye', 'blurred vision', 'increased sensitivity to light and glare', 'fast or irregular heartbeat', 'chest pain', 'wheezing', 'difficulty breathing']"
a607072,Salicylic Acid Topical,"['skin irritation', 'stinging in the area where you applied topical salicylic acid', 'confusion', 'dizziness', 'extreme tiredness or weakness', 'headache', 'fast breathing', 'ringing or buzzing in the ears', 'hearing loss', 'nausea', 'vomiting', 'diarrhea', 'hives', 'itching', 'throat tightness', 'difficulty breathing', 'feeling faint', 'swelling of the eyes, face, lips, or tongue']"
a682545,Brompheniramine,"['drowsiness', 'dry mouth, nose, and throat', 'nausea', 'headache', 'chest congestion', 'vision problems', 'difficulty urinating']"
a699048,Aluminum Hydroxide,"['constipation', 'loss of appetite', 'confusion', 'unusual tiredness or discomfort', 'muscle weakness']"
a601073,Magnesium Hydroxide,"['loose, watery, or more frequent stools', 'blood in stool', 'unable to have a bowel movement 6 hours after use']"
a697038,Loratadine,"['headache', 'drowsiness', 'tiredness', 'rash; hives; itching; swelling of the eyes, face, lips, tongue, throat; difficulty breathing or swallowing']"
a610019,Albendazole,"['stomach pain', 'nausea', 'vomiting', 'headache', 'dizziness', 'reversible hair loss', 'sore throat, fever, chills, and other signs of infection', 'unusual bleeding or bruising', 'weakness', 'fatigue', 'pale skin', 'shortness of breath', 'rash', 'hives']"
a614031,Albiglutide Injection,"['diarrhea', 'nausea', 'heartburn', 'redness, swelling, or itching at the site of the injection', 'cough or flu-like symptoms', 'ongoing pain that begins in the upper left or middle of the stomach but may spread to the back', 'vomiting', 'hives', 'rash', 'itching', 'difficulty breathing']"
a611022,Alcaftadine Ophthalmic,"['eye irritation', 'itching, burning, or stinging of the eye', 'eye redness', 'runny nose', 'headache']"
a601111,Spironolactone and Hydrochlorothiazide,"['nausea', 'vomiting', 'diarrhea', 'loss of appetite', 'stomach pain', 'frequent urination', 'dizziness', 'headache', 'enlarged or painful breasts', 'irregular menstrual periods', 'difficulty maintaining or achieving an erection', ""vaginal bleeding in post-menopausal ('after the change of life', the end of monthly menstrual periods) women"", 'drowsiness', 'muscle weakness or cramps', 'changes in vision or eye pain', 'rapid, excessive weight loss', 'fatigue', 'slow or irregular heartbeat', 'unusual bruising or bleeding', 'yellowing of the skin or eyes', 'skin rash', 'itching', 'fever', 'confusion']"
a682571,Hydrochlorothiazide,"['frequent urination', 'diarrhea', 'loss of appetite', 'headache', 'hair loss', 'dry mouth; thirst; nausea; vomiting; weakness, tiredness; drowsiness; restlessness; confusion; muscle weakness, pain, or cramps; fast heartbeat and other signs of dehydration and electrolyte imbalance', 'blisters or peeling skin', 'hives', 'rash', 'itching', 'difficulty breathing or swallowing', 'fever, sore throat, chills, and other signs of infection', 'unusual bleeding or bruising', 'ongoing pain that begins in the stomach area, but may spread to the back', 'joint pain or swelling', 'changes in vision, eye pain, or swelling or redness in or around the eye']"
a682627,Spironolactone,"['vomiting', 'diarrhea', 'stomach pain or cramps', 'enlarged or painful breasts in men or women', 'irregular menstrual periods', ""vaginal bleeding in post-menopausal ('after the change of life', the end of monthly menstrual periods) women"", 'difficulty maintaining or achieving an erection', 'deepening of voice', 'increased hair growth on parts of the body', 'drowsiness', 'tiredness', 'restlessness', 'muscle weakness, pain, or cramps', 'pain, burning, numbness, or tingling in the hands or feet', 'inability to move arms or legs', 'changes in heartbeat', 'confusion', 'nausea', 'extreme tiredness', 'dry mouth, thirst, dizziness, unsteadiness, headache, or other signs of dehydration', 'unusual bleeding or bruising', 'lack of energy', 'loss of appetite', 'pain in the upper right part of the stomach', 'yellowing of the skin or eyes', 'flu-like symptoms', 'rash', 'hives', 'itching', 'difficulty breathing or swallowing', 'vomiting blood', 'blood in stools', 'decreased urination', 'fainting']"
a698010,Imiquimod Topical,"['redness, itching, burning, or bleeding of the treated area', 'flaking, scaling, dryness, or thickening of the skin', 'swelling, stinging, or pain in the treated area', 'blisters, scabs, or bumps on the skin', 'headache', 'skin breakdown or sores that may have drainage, especially during the first week of treatment', 'flu-like symptoms such as nausea, fever, chills, tiredness, and muscle weakness or pain']"
a692009,Aldesleukin,"['nausea', 'vomiting', 'diarrhea', 'loss of appetite', 'sores in the mouth and throat', 'tiredness', 'weakness', 'dizziness', 'general feeling of being unwell', 'pain or redness at the place where the injection was given', 'seizures', 'chest pain', 'extreme worry', 'abnormal excitement or agitation', 'new or worsening depression', 'seeing things or hearing voices that do not exist (hallucinating)', 'changes in your vision or speech', 'loss of coordination', 'decreased alertness', 'unusual bruising or bleeding', 'extreme sleepiness or tiredness', 'difficulty breathing', 'wheezing', 'stomach pain', 'yellowing of the skin or eyes', 'decreased urination', 'rash', 'hives', 'itching', 'difficulty breathing or swallowing']"
